Type,License No,Business Name,Address,City,State,Zip,Issued or Renewed Date,Expiration Date,County
PCM,30426,ASSURANCE PEST CONTROL/LANDSCAPING,PO BOX 3219,SAN DIEGO,CA,92115,1/1/2015,12/31/2016,SAN DIEGO
PCM,30427,REDLANDS FARMING COMPANY,PO BOX 826,MENTONE,CA,92374,1/13/2016,12/31/2017,SAN BERNARDINO
PCM,30429,REECE SPRAY SERVICE INC.,30725 S KOSTER RD,TRACY,CA,95376,1/1/2016,12/31/2017,SAN JOAQUIN
PCM,30432,REFORESTATION SERVICE INC.,PO BOX 3197,SALEM,OR,97306,1/1/2016,12/31/2017,OUT OF STATE
PCM,30433,ALTA SIERRA PEST CONTROL,PO BOX 4081,CITRUS HEIGHTS,CA,95662,2/15/2015,12/31/2016,SACRAMENTO
PCM,30434,AG-FUME SERVICES INC.,9714 E WASHBURN AVE,DOWNEY,CA,90241,1/1/2015,12/31/2016,LOS ANGELES
PCM,30436,K & J SERVICES,2641 CURNOW RD,BAKERSFIELD,CA,93313,1/1/2015,12/31/2016,KERN
PCM,30442,WTF ENTERPRISES INC.,PO BOX 4945,AUBURN,CA,95604,1/1/2016,12/31/2017,PLACER
PCM,30444,ROSS FLYING SERVICE,PO BOX 995,IMPERIAL,CA,92251,1/1/2016,12/31/2017,IMPERIAL
PCM,30446,TIM'S PEST AND WEED CONTROL,2716 DEL ORO CIRCLE,ANTIOCH,CA,94509,1/1/2016,12/31/2017,CONTRA COSTA
PCM,30447,ACACIA PEST CONTROL SERVICE,1784 PURVIS AVE,CLOVIS,CA,93611,1/1/2015,12/31/2016,FRESNO
PCM,30451,CAFFESE FARMS,5475 VAN ALLEN  RD,STOCKTON,CA,95215,1/1/2015,12/31/2016,SAN JOAQUIN
PCM,30453,GARDENERS' GUILD INC.,2780 GOODRICK AVE,RICHMOND,CA,94801,1/1/2015,12/31/2016,CONTRA COSTA
PCM,30455,MID CAL AG SERVICES,PO BOX 337,HUGHSON,CA,95326,1/1/2016,12/31/2017,STANISLAUS
PCM,30457,ANGEL AND SONS PEST CONTROL,13436 TOLTON AVE,CORONA,CA,92879,1/1/2015,12/31/2016,RIVERSIDE
PCM,30460,TLW SERVICES,PO BOX 30066,BAKERSFIELD,CA,93385,1/1/2016,12/31/2017,KERN
PCM,30461,FORSTER & KROEGER LANDSCAPE MAINTENANCE INC.,77 LARKSPUR ST,SAN RAFAEL,CA,94901,1/1/2015,12/31/2016,MARIN
PCM,30464,CALIFORNIA REFORESTATION,22230 A S COLORADO RIVER DR,SONORA,CA,95370,1/1/2015,12/31/2016,TUOLUMNE
PCM,30466,SILVEIRA CUSTOM FARMING,8337 MILNES RD,MODESTO,CA,95357,2/19/2016,12/31/2017,STANISLAUS
PCM,30467,VINEYARD VALLEY PEST CONTROL,PO BOX 821,TEMECULA,CA,92591,1/1/2016,12/31/2017,RIVERSIDE
PCM,30470,THE TREMONT GROUP INC,201 EAST ST,WOODLAND,CA,95620,1/1/2016,12/31/2017,SOLANO
PCM,30472,HYDREX PEST CONTROL OF THE NORTH BAY INC.,1120 INDUSTRIAL DR # 18,PETALUMA,CA,94952,1/1/2015,12/31/2016,SONOMA
PCM,30475,STAY GREEN INCORPORATED,26415 SUMMIT CIR,SANTA CLARITA,CA,91350,1/1/2016,12/31/2017,LOS ANGELES
PCB,30476,STAY GREEN INCORPORATED,26415 SUMMIT CIR,SANTA CLARITA,CA,91352,1/1/2016,12/31/2017,LOS ANGELES
PCM,30479,DECCO US POST-HARVEST INC,1713 S CALIFORNIA,MONROVIA,CA,91016,1/1/2015,12/31/2016,LOS ANGELES
PCB,30480,DECCO US POST-HARVEST INC,1713 S CALIFORNIA,MONROVIA,CA,93291,1/1/2015,12/31/2016,TULARE
PCB,30481,DECCO US POST-HARVEST INC,1713 S CALIFORNIA,MONROVIA,CA,93030,1/1/2015,12/31/2016,VENTURA
PCM,30482,ADSCOT PEST CONTROL INC.,PO BOX 1837,APPLE VALLEY,CA,92308,1/1/2015,12/31/2016,SAN BERNARDINO
PCM,30483,HELENA CHEMICAL COMPANY,751 E ASH AVE,SHAFTER,CA,93263,1/1/2015,12/31/2016,KERN
PCB,30485,HELENA CHEMICAL COMPANY,751 E ASH AVE,SHAFTER,CA,92227,1/1/2015,12/31/2016,IMPERIAL
PCB,30492,HELENA CHEMICAL COMPANY,751 E ASH AVE,SHAFTER,CA,92274,1/1/2015,12/31/2016,RIVERSIDE
PCM,30493,CROWLEY SALES & EXPORT INC.,PO BOX 477,WATSONVILLE,CA,95076,1/1/2015,12/31/2016,SANTA CRUZ
PCM,30502,VALDEZ & SONS VINEYARD MANAGEMENT INC.,595 SANTANA DR. STE A,CLOVERDALE,CA,95425,1/21/2016,12/31/2017,SONOMA
PCM,30503,HERITAGE PEST CONTROL,405 CALDERON AVE #5,MOUNTAIN VIEW,CA,94041,1/1/2015,12/31/2016,SANTA CLARA
PCM,30507,KREUTEL'S BUG SLUGGERS PEST CONTROL,208 1/2 W OLD FIELD RD,LANCASTER,CA,93534,1/1/2015,12/31/2016,LOS ANGELES
PCM,30508,THE SPECIALTY CROP COMPANY,2985 AIRPORT DR,MADERA,CA,93637,1/1/2016,12/31/2017,MADERA
PCM,30509,DOMINGUEZ LANDSCAPE SERVICE,PO BOX 292727,SACRAMENTO,CA,95828,1/1/2015,12/31/2016,SACRAMENTO
PCM,30513,PACIFIC SEWER MAINTENANCE CORPORATION,4008 VIA RIO AVE,OCEANSIDE,CA,92057,1/1/2016,12/31/2017,TULARE
PCM,30515,HYDREX PEST CONTROL OF CALIFORNIA,3073 LONG BEACH  BLVD,LONG BEACH,CA,90807,1/1/2015,12/31/2016,LOS ANGELES
PCM,30517,SUTTER BUTTE DUSTERS INC.,PO BOX 213,LIVE OAK,CA,95953,1/1/2016,12/31/2017,SUTTER
PCM,30519,MOUNTAIN VIEW COLD STORAGE INC.,4275 AVENUE 416,REEDLEY,CA,93654,1/7/2016,12/31/2017,FRESNO
PCM,30520,NAKAE & ASSOCIATES INC.,11159 JEFFREY RD,IRVINE,CA,92602,1/1/2016,12/31/2017,ORANGE
PCM,30523,T & T AG SERVICES,PO BOX 915,LINDSAY,CA,93247,1/1/2016,12/31/2017,TULARE
PCM,30524,MCKNIGHT SPRAY SERVICE,2939 S GROVE ST,GUSTINE,CA,95322,1/1/2016,12/31/2017,MERCED
PCM,30525,KELLER R.P. COMPANY,1933 MOUNTAIN AVE,SANTA BARBARA,CA,93101,1/1/2015,12/31/2016,SANTA BARBARA
PCM,30528,STRUCTURAL TERMITE/PEST CONTROL INC.,5012 ARLINGTON AVE,RIVERSIDE,CA,92504,1/1/2016,12/31/2017,RIVERSIDE
PCM,30531,KAUSEN MARC L.,20101 AVE 239,LINDSAY,CA,93247,1/1/2015,12/31/2016,TULARE
PCM,30532,TARGET PEST CONTROL INC.,235 GRIFFIN ST,SALINAS,CA,93901,1/1/2016,12/31/2017,MONTEREY
PCM,30534,OOSTERKAMP FARMS INC.,5325 SHOEMAKE AVE,MODESTO,CA,95351,1/1/2016,12/31/2017,STANISLAUS
PCM,30536,BEE SWEET CITRUS INC.,416 E SOUTH AVE,FOWLER,CA,93625,1/1/2015,12/31/2016,FRESNO
PCB,30539,WILBUR-ELLIS CO.,2400 DEL PASO RD. STE. 150,SACRAMENTO,CA,95943,1/1/2016,12/31/2017,GLENN
PCM,30541,NU-TECH PEST MANAGEMENT,PO BOX 948,SANTA MARIA,CA,93458,1/7/2016,12/31/2017,SANTA BARBARA
PCM,30543,MRS. GREENLAWN,140 KENNEDY AVE,CAMPBELL,CA,95008,1/7/2016,12/31/2017,SANTA CLARA
PCM,30544,R & G  ENTERPRISES,PO BOX 230,PORTERVILLE,CA,93258,1/1/2016,12/31/2017,TULARE
PCM,30545,SOUTHWEST LANDSCAPE INC.,PO BOX 15611,SANTA ANA,CA,92707,1/1/2016,12/31/2017,ORANGE
PCM,30546,JARRETT M.W CUSTOM PEST MGMT,PO BOX 643,RANCHO MIRAGE,CA,92270,1/1/2015,12/31/2016,RIVERSIDE
PCM,30547,RON PARSLEY-VEGETATION MANAGEMENT,14698 GREEN DR,RED BLUFF,CA,96080,1/1/2016,12/31/2017,TEHAMA
PCM,30551,TERRITO'S WEED ABATEMENT,PO BOX 1357,MORGAN HILL,CA,95046,2/9/2016,12/31/2017,SANTA CLARA
PCM,30552,JNJ HANGGI FARMSINC.,PO BOX 902,LINDSAY,CA,93247,1/1/2015,12/31/2016,TULARE
PCM,30553,ANGELS PEST CONTROL CORPORATION,PO BOX 835,MI WUK VILLAGE,CA,95346,1/1/2015,12/31/2016,TUOLUMNE
PCM,30554,THE DUNE COMPANY OF YUMA,PO BOX 5149,YUMA,AZ,85365,1/1/2016,12/31/2017,OUT OF STATE
PCM,30555,THE LLOYD PEST CONTROL CO. INC.,1331 MORENA BLVD STE 300,SAN DIEGO,CA,92110,1/1/2016,12/31/2017,SAN DIEGO
PCB,30556,THE LLOYD PEST CONTROL CO. INC.,1331 MORENA BLVD STE 300,SAN DIEGO,CA,92110,1/1/2016,12/31/2017,SAN DIEGO
PCB,30557,THE LLOYD PEST CONTROL CO. INC.,1331 MORENA BLVD STE 300,SAN DIEGO,CA,92021,1/1/2016,12/31/2017,SAN DIEGO
PCB,30558,THE LLOYD PEST CONTROL CO. INC.,1331 MORENA BLVD STE 300,SAN DIEGO,CA,92705,1/1/2016,12/31/2017,ORANGE
PCB,30559,THE LLOYD PEST CONTROL CO. INC.,1331 MORENA BLVD STE 300,SAN DIEGO,CA,92807,1/1/2016,12/31/2017,ORANGE
PCB,30561,THE LLOYD PEST CONTROL CO. INC.,1331 MORENA BLVD STE 300,SAN DIEGO,CA,92110,1/1/2016,12/31/2017,SAN DIEGO
PCM,30562,CHAMBERS ED FARM MANAGEMENT,541 W THETA,PORTERVILLE,CA,93257,1/1/2015,12/31/2016,TULARE
PCM,30563,WILLIAM VANDERGEEST LANDSCAPE CARE INC,3342 CASTOR ST,SANTA ANA,CA,92704,1/1/2016,12/31/2017,ORANGE
PCM,30564,DURAN'S TERMITE & PEST CONTROLINC.,PO BOX 2485,INDIO,CA,92201,1/1/2015,12/31/2016,RIVERSIDE
PCM,30568,ADVANCED PEST CONTROL OF SACRAMENTO,PO BOX 915,FOLSOM,CA,95662,1/1/2015,12/31/2016,SACRAMENTO
PCM,30569,TIERRA AG SPRAYING INC.,901 N STREET # 104,FIREBAUGH,CA,93622,1/1/2016,12/31/2017,FRESNO
PCM,30571,REYNOLDS AG SERVICES,PO BOX 235,EXETER,CA,93247,12/31/2015,12/31/2017,TULARE
PCM,30572,MC MILLAN  FARM  MANAGEMENT,29379 RANCHO CALIFORNIA RD # 201,TEMECULA,CA,92591,1/1/2016,12/31/2017,RIVERSIDE
PCM,30574,AGRICHEM SERVICES INC.,36053 COUNTY ROAD 31,DAVIS,CA,95616,1/1/2015,12/31/2016,YOLO
PCM,30576,SUNSET LANDSCAPE MAINTENANCE,27201 BURBANK AVE,FOOTHILL RANCH,CA,92610,1/1/2016,12/31/2017,ORANGE
PCM,30579,MATTOS CONSTRUCTION CO.,20186 OLD RIVER RD,WEST SACRAMENTO,CA,95691,2/18/2016,12/31/2017,YOLO
PCM,30584,DALE OWENS SPRAY CO,PO BOX 1375,MARYSVILLE,CA,95901,2/3/2015,12/31/2016,YUBA
PCM,30586,TOROSIAN COMMERICAL SPRAY,9499 E CONEJO AVE,SELMA,CA,93662,1/1/2016,12/31/2017,FRESNO
PCM,30588,TOTAL EXTERMINATING INC.,13941 RAMONA AVE #J,CHINO,CA,91710,1/1/2016,12/31/2017,SAN BERNARDINO
PCM,30589,AGRI CHEMICAL & SUPPLY INC.,4011 AVENIDA DE LA PLATA #301,OCEANSIDE,CA,92056,1/1/2015,12/31/2016,SAN DIEGO
PCM,30590,BUGS PLUS,7767 COLWYN AVE,HIGHLAND,CA,92346,1/1/2015,12/31/2016,SAN BERNARDINO
PCM,30592,A & BEE SWARM REMOVAL,PO BOX 5155,BAY POINT,CA,94565,1/1/2015,12/31/2016,CONTRA COSTA
PCM,30594,MCCLOSKEY R.D. FARMING,PO BOX 10175,TERRA BELLA,CA,93270,1/1/2016,12/31/2017,TULARE
PCM,30595,THAYER AGRICULTURAL AVIATION INC.,PO BOX 10,GRIMES,CA,95950,1/1/2016,12/31/2017,COLUSA
PCM,30596,TRI-CAL INC.,PO BOX 1327,HOLLISTER,CA,95024,1/1/2016,12/31/2017,SAN BENITO
PCB,30597,TRI-CAL INC.,PO BOX 1327,HOLLISTER,CA,93010,1/1/2016,12/31/2017,VENTURA
PCB,30598,TRI-CAL INC.,PO BOX 1327,HOLLISTER,CA,91720,1/1/2016,12/31/2017,RIVERSIDE
PCM,30599,BLOSSOM VALLEY CONSTRUCTION INC.,PO BOX 611537,SAN JOSE,CA,95133,1/1/2015,12/31/2016,SANTA CLARA
PCM,30602,TRINKLE AG FLYING INCORPORATED,25001 KASSON RD,TRACY,CA,95304,2/19/2016,12/31/2017,SAN JOAQUIN
PCM,30606,CHEM-AQUA INC.,PO BOX 152170,IRVING,CA,94088,1/1/2015,12/31/2016,LOS ANGELES
PCM,30608,SOUTH COUNTY PEST CONTROL,27475 YNEZ RD PMB 661,TEMECULA,CA,92662,1/1/2016,12/31/2017,RIVERSIDE
PCM,30609,WATERWORKS INDUSTRIES INC.,930 SHILOH RD BLDG 38 STE D,WINDSOR,CA,95492,2/25/2016,12/31/2017,SONOMA
PCM,30611,PRECISION AG SERVICE,PO BOX 634,TRANQUILLITY,CA,93668,1/1/2016,12/31/2017,FRESNO
PCM,30613,U.P. LANDSCAPE MAINTENANCE INC.,16261 CONSTRUCTION CIR E,IRVINE,CA,92606,1/1/2016,12/31/2017,ORANGE
PCM,30615,GARRATT-CALLAHAN CO.,50 INGOLD RD,BURLINGAME,CA,94010,1/1/2015,12/31/2016,SAN MATEO
PCM,30618,FOURIER PEST & WEED,PO BOX 7967,CHICO,CA,95928,1/1/2015,12/31/2016,BUTTE
PCM,30620,BEVILL VINEYARD MANAGEMENT LLC,4724 DRY CREEK RD,HEALDSBURG,CA,95448,1/1/2015,12/31/2016,SONOMA
PCM,30621,RENTERIA VINEYARD MANAGEMENT LLC,1106 CLARK ST,NAPA,CA,94559,1/21/2016,12/31/2017,NAPA
PCM,30622,ENOS FARMING INC.,PO BOX 220,IVANHOE,CA,93292,1/1/2015,12/31/2016,TULARE
PCM,30623,UTILITY TREE SERVICE INC.,1884 KEYSTONE COURT STE A,REDDING,CA,96003,1/1/2016,12/31/2017,SHASTA
PCM,30625,OR-BUC SEED,PO BOX 442,TULELAKE,CA,96134,1/29/2016,12/31/2017,SISKIYOU
PCM,30626,MCLEAN SPRAY CO. INC.,19725 AVENUE 300,EXETER,CA,93221,1/1/2016,12/31/2017,TULARE
PCM,30627,VALLEY CROP DUSTERS INC.,PO BOX 208,WESTLEY,CA,95387,1/1/2016,12/31/2017,STANISLAUS
PCM,30628,V.F.M. INCORPORATED,11131 JOHN FOX RD,HUGHSON,CA,95326,1/1/2016,12/31/2017,STANISLAUS
PCM,30630,AGRICULTURAL ADVISORS INC.,3995 E BUTTE RD,LIVE OAK,CA,95953,1/5/2015,12/31/2016,SUTTER
PCM,30638,VAN HOOSEN JERRY L.,1759 N SISKIYOU,KERMAN,CA,93630,1/1/2016,12/31/2017,FRESNO
PCM,30642,S & S GROVE MANAGEMENT SERVICE,30470 CIRCLE R LN,VALLEY CENTER,CA,92082,1/1/2016,12/31/2017,SAN DIEGO
PCM,30646,WHITESIDE SPRAYING SERVICE,PO BOX 726,WOODLAKE,CA,93286,1/1/2016,12/31/2017,TULARE
PCM,30650,RPW SERVICES INC.,PO BOX 2342,FULLERTON,CA,92831,1/1/2016,12/31/2017,ORANGE
PCM,30651,OMEGA LAKE SERVICES,15826 CHERRY COVE,PALM SPRINGS,CA,92262,1/1/2016,12/31/2017,RIVERSIDE
PCM,30656,VOJVODA PEST CONTROL,315 ANGELA COURT,LOS ALTOS,CA,94022,1/1/2016,12/31/2017,SANTA CLARA
PCM,30657,VOORTMAN SPRAY SERVICE,26754 E JONES RD,ESCALON,CA,95320,1/1/2016,12/31/2017,SAN JOAQUIN
PCM,30658,VYBORNY VINEYARD MANAGEMENT,PO BOX 367,RUTHERFORD,CA,94558,1/1/2016,12/31/2017,NAPA
PCM,30659,WACHEL PEST CONTROL,PO BOX 3004,VISALIA,CA,93292,4/6/2016,12/31/2017,TULARE
PCM,30661,R & D PEST SERVICES INC.,9320 SANTA ANITA AVE #105,RANCHO CUCAMONGA,CA,91730,1/1/2016,12/31/2017,SAN BERNARDINO
PCB,30662,R & D PEST SERVICES INC.,9320 SANTA ANITA AVE #105,RANCHO CUCAMONGA,CA,92128,1/1/2016,12/31/2017,SAN DIEGO
PCM,30663,WOODS PEST CONTROL INCORPORATED,1642 TAHOE CT,REDDING,CA,96003,2/1/2016,12/31/2017,SHASTA
PCM,30666,RCO REFORESTING,PO BOX 1370,YREKA,CA,96097,1/1/2016,12/31/2017,SISKIYOU
PCM,30668,WALSH VINEYARDS MANAGEMENT INC.,1125 GOLDEN GATE DR,NAPA,CA,94558,1/1/2016,12/31/2017,NAPA
PCM,30672,WATSON AG CHEMICALS INC.,PO BOX 160,CARUTHERS,CA,93609,1/20/2016,12/31/2017,FRESNO
PCM,30676,NUTRI LAWN,PO BOX 522,CHICO,CA,95928,1/1/2016,12/31/2017,BUTTE
PCM,30677,THE WEED WORKS,PO BOX 99,PASO ROBLES,CA,93451,1/1/2016,12/31/2017,SAN LUIS OBISPO
PCM,30680,HOLDEN E. R. & SONS FARMS,38114 ROAD 132,CUTLER,CA,93615,1/1/2015,12/31/2016,TULARE
PCM,30717,WESTERN HELICOPTER SERVICE INC.,PO BOX 369,NEWBERG,OR,97132,1/1/2016,12/31/2017,OUT OF STATE
PCM,30719,INTEGRATED VEGETATION MANAGEMENT INC.,13655 REDWOOD CT,CHINO,CA,91710,1/1/2015,12/31/2016,SAN BERNARDINO
PCM,30720,WESTERN WAY LANDSCAPES INC.,PO BOX 1076,MORGAN HILL,CA,95037,1/1/2016,12/31/2017,SANTA CLARA
PCM,30721,TM ENVIRONMENTAL SERVICES INC.,2891 INDUSTRIAL PKWY,SANTA MARIA,CA,93455,1/1/2016,12/31/2017,SANTA BARBARA
PCM,30723,DENNISONS LANDSCAPING,14371 TROY WY,MAGALIA,CA,95954,1/1/2015,12/31/2016,BUTTE
PCM,30726,WHEATON EDWIN LOREN,24513 AVENUE  82,TERRA BELLA,CA,93270,1/1/2016,12/31/2017,TULARE
PCM,30728,WHEELER RIDGE AVIATION INC.,PO BOX 80777,BAKERSFIELD,CA,93313,1/1/2016,12/31/2017,KERN
PCM,30730,WESTCOAST TREE CARE INC.,2845 MOORPARK AVE SUITE  205,SAN JOSE,CA,95128,1/1/2016,12/31/2017,SANTA CLARA
PCM,30732,EXCEL TECH INC.,PO BOX 2357,SHINGLE SPRINGS,CA,95682,1/1/2015,12/31/2016,EL DORADO
PCM,30733,WILBUR-ELLIS CO.,2400 DEL PASO RD. STE. 150,SACRAMENTO,CA,93627,1/1/2016,12/31/2017,FRESNO
PCB,30735,WILBUR-ELLIS CO.,2400 DEL PASO RD. STE. 150,SACRAMENTO,CA,93263,1/1/2016,12/31/2017,KERN
PCB,30736,WILBUR-ELLIS CO.,2400 DEL PASO RD. STE. 150,SACRAMENTO,CA,95317,1/1/2016,12/31/2017,MERCED
PCB,30738,WILBUR-ELLIS CO.,2400 DEL PASO RD. STE. 150,SACRAMENTO,CA,93219,1/1/2016,12/31/2017,TULARE
PCM,30740,WILLIAMS AG SERVICEINC.,PO BOX 474,BIGGS,CA,95917,1/1/2016,12/31/2017,BUTTE
PCM,30742,LANDESIGN CONSTRUCTION MAINTENANCE,PO BOX 2326,SANTA ROSA,CA,95403,1/1/2015,12/31/2016,SONOMA
PCM,30743,INDUSTRIAL WEED CONTROL,11271 FREMONT AVE,MONTCLAIR,CA,91763,1/1/2015,12/31/2016,KERN
PCM,30744,AGRICULTURAL PEST CONTROL SERVICES,9917 MAINE AVE,LAKESIDE,CA,92040,1/1/2015,12/31/2016,SAN DIEGO
PCM,30747,WILSON AG,PO BOX 1300,SHAFTER,CA,93263,1/1/2016,12/31/2017,KERN
PCM,30748,POWER PEST CONTROL,365 AVALON DR,SOUTH SAN FRANCISCO,CA,94080,1/1/2016,12/31/2017,SAN MATEO
PCM,30749,THE STAGE RANCH GROVE MANAGEMENT,PO BOX 1371,TEMECULA,CA,92592,1/1/2016,12/31/2017,RIVERSIDE
PCM,30750,WINNETT SPRAYING CO.,30521 ROAD 72,VISALIA,CA,93291,1/1/2016,12/31/2017,TULARE
PCM,30751,NATURES IMAGE INC.,20361 HERMANA CIR,LAKE FOREST,CA,92630,1/1/2016,12/31/2017,ORANGE
PCM,30753,WOLLAM GROVE MANAGEMENT INCORPORATED,PO BOX 153,BONSALL,CA,92026,1/1/2016,12/31/2017,SAN DIEGO
PCM,30758,LEWIS G. K. AVIATION & IRRIGATION SERVICES INC,311 AVIATION ST,SHAFTER,CA,93263,1/1/2015,12/31/2016,KERN
PCM,30759,WILD WEST PEST CONTROL SERVICE,12785 C MURPHY AVE,SAN MARTIN,CA,95046,1/1/2016,12/31/2017,SANTA CLARA
PCM,30760,FERRIER ROBERT SPRAYING,19487 AVE 222,LINDSAY,CA,93247,1/1/2015,12/31/2016,TULARE
PCM,30761,TLC PEST CONTROL,4111 E WAGON WHEEL DR,LAKE HAVASU CITY,AZ,86404,1/1/2016,12/31/2017,OUT OF STATE
PCM,30764,GREEN DREAMS INC.,PO BOX 2207,VACAVILLE,CA,95688,1/1/2015,12/31/2016,SOLANO
PCM,30777,ARTIN JAMES,2504 UNIVERSITY ST,VISALIA,CA,93277,1/1/2015,12/31/2016,TULARE
PCM,30779,PARKWOOD LANDSCAPE MAINTENANCE INC.,16443 HART ST,VAN NUYS,CA,91406,1/26/2016,12/31/2017,LOS ANGELES
PCM,30780,HYDREX PEST CONTROL,14536 ARCHWOOD ST,VAN NUYS,CA,91405,1/1/2015,12/31/2016,LOS ANGELES
PCM,30781,AGRICARE INC.,900 W GRAND AVE,PORTERVILLE,CA,93257,1/1/2015,12/31/2016,TULARE
PCM,30782,HINES PEST & WEED CONTROL,189 FIELDBROOK LN,WATSONVILLE,CA,95076,1/1/2015,12/31/2016,SANTA CRUZ
PCM,30785,THE F A BARTLETT TREE EXPERT,60 HOAG AVE,SAN RAFAEL,CA,94901,1/1/2016,12/31/2017,MARIN
PCB,30786,THE F A BARTLETT TREE EXPERT,60 HOAG AVE,SAN RAFAEL,CA,95476,1/1/2016,12/31/2017,SONOMA
PCB,30787,THE F A BARTLETT TREE EXPERT,60 HOAG AVE,SAN RAFAEL,CA,95032,1/1/2016,12/31/2017,SANTA CLARA
PCB,30788,THE F A BARTLETT TREE EXPERT,60 HOAG AVE,SAN RAFAEL,CA,93103,2/19/2016,12/31/2017,SANTA BARBARA
PCB,30789,THE F A BARTLETT TREE EXPERT,60 HOAG AVE,SAN RAFAEL,CA,94518,1/1/2016,12/31/2017,CONTRA COSTA
PCB,30790,THE F A BARTLETT TREE EXPERT,60 HOAG AVE,SAN RAFAEL,CA,94124,1/1/2016,12/31/2017,SAN FRANCISCO
PCB,30792,WILBUR-ELLIS CO.,2400 DEL PASO RD. STE. 150,SACRAMENTO,CA,95023,1/1/2016,12/31/2017,SAN BENITO
PCB,30793,WILBUR-ELLIS CO.,2400 DEL PASO RD. STE. 150,SACRAMENTO,CA,93960,1/1/2016,12/31/2017,MONTEREY
PCB,30794,WILBUR-ELLIS CO.,2400 DEL PASO RD. STE. 150,SACRAMENTO,CA,93930,1/1/2016,12/31/2017,MONTEREY
PCB,30797,WILBUR-ELLIS CO.,2400 DEL PASO RD. STE. 150,SACRAMENTO,AZ,85365,1/1/2016,12/31/2017,SACRAMENTO
PCB,30798,WILBUR-ELLIS CO.,2400 DEL PASO RD. STE. 150,SACRAMENTO,CA,92274,1/1/2016,12/31/2017,RIVERSIDE
PCM,30801,SOUSA'S AG SERVICE,PO BOX 235,MONTAGUE,CA,96064,2/1/2016,12/31/2017,SISKIYOU
PCM,30807,SPENCE SPRAYING SERVICE,10218 LIBERTY  AVE,LIVINGSTON,CA,95334,1/1/2016,12/31/2017,MERCED
PCM,30810,ENVIROWORX PROFESSIONAL PEST CONTROL,7536 ETIWANDA AVE,RESEDA,CA,91335,1/1/2015,12/31/2016,LOS ANGELES
PCM,30811,SPRAYWEST,PO BOX 2656,CLOVIS,CA,93657,1/1/2016,12/31/2017,FRESNO
PCM,30814,ROGERS KENNETH B.,524 Third St,FILLMORE,CA,93015,1/1/2016,12/31/2017,VENTURA
PCM,30816,DEGESCH AMERICA INC.,PO BOX 30358,PORTLAND,OR,97201,1/1/2015,12/31/2016,OUT OF STATE
PCM,30817,MCCORMICK PEST & WEED SERVICE,PO BOX 8304,REDLANDS,CA,92373,4/25/2016,12/31/2017,SAN BERNARDINO
PCM,30819,SARABIAN FARMS,PO BOX 940,SANGER,CA,93657,1/1/2016,12/31/2017,FRESNO
PCM,30821,GOOD NEWS HARMONY GARDENING,1745 EL CAMINO REAL,ATASCADERO,CA,93422,1/1/2015,12/31/2016,SAN LUIS OBISPO
PCM,30824,MUNK VINEYARD MANAGMENT,3305 VICHY AVE,NAPA,CA,94558,1/1/2016,12/31/2017,NAPA
PCM,30855,QUALITY LANDSCAPE CARE,PO BOX 635,VENTURA,CA,93003,2/22/2016,12/31/2017,VENTURA
PCM,30856,HIGH TIDE & GREEN GRASS,2401 W VINEYARD AVE,OXNARD,CA,93030,1/1/2015,12/31/2016,VENTURA
PCM,30857,THE LAWN RANGER,6415 EUCALYPTUS LN,PASO ROBLES,CA,93446,1/1/2016,12/31/2017,SAN LUIS OBISPO
PCM,30858,FGS PACKING SERVICES,674 E MYER AVE,EXETER,CA,93221,1/1/2015,12/31/2016,TULARE
PCM,30860,S & S SPRAYERS LLC,PO BOX 80874,BAKERSFIELD,CA,93263,1/1/2016,12/31/2017,KERN
PCM,30861,PACHECO BROTHER GARDENING INC.,20973 CABOT BLVD,HAYWARD,CA,94545,1/1/2016,12/31/2017,ALAMEDA
PCM,30862,LAMB'S OLD STAGE FARMING,9045 RD 264,TERRA BELLA,CA,93270,1/1/2015,12/31/2016,TULARE
PCM,30865,OUR TOWN PEST CONTROL CO.,24831 APPLE ST #D,NEWHALL,CA,91321,1/1/2016,12/31/2017,LOS ANGELES
PCM,30867,MARINE BIOCHEMISTS,2940 E LA JOLLA ST #B,ANAHEIM,CA,92806,1/1/2016,12/31/2017,ORANGE
PCM,30870,RUBICON PROGRAMS INC.,1952 WRIGHT AVE,RICHMOND,CA,94804,1/1/2016,12/31/2017,CONTRA COSTA
PCM,30875,NATIONAL ARBOR SERVICE,11475 CHANDLER BLVD,NORTH HOLLYWOOD,CA,91601,1/1/2016,12/31/2017,LOS ANGELES
PCM,30877,NV LANDSCAPE INC.,PO BOX 55188,SANTA CLARITA,CA,91321,1/1/2016,12/31/2017,LOS ANGELES
PCM,30880,SUNDANCE LANDSCAPING INC.,PO BOX 14404,OAKLAND,CA,94621,1/1/2016,12/31/2017,ALAMEDA
PCM,30883,AGRILAND FARMING COMPANY INC.,23400 ROAD #24,CHOWCHILLA,CA,93610,1/1/2015,12/31/2016,MADERA
PCM,30884,RIPAUL SORTING,7443 N MILLBROOK,FRESNO,CA,93610,1/1/2016,12/31/2017,MADERA
PCM,30885,LAKE MANAGEMENT INC.,529 W BLUERIDGE ST,ORANGE,CA,92865,1/1/2015,12/31/2016,ORANGE
PCM,30887,LOUDON STANLEY W. CUSTOM SPRAY,4524 PINE CONE DR,ETNA,CA,96027,1/1/2015,12/31/2016,SISKIYOU
